https://en.wikipedia.org/wiki/pig,Pig: Pig,"{'pig', 'pigs'}","[0, 1]"," IMAGE0  The pig (Sus domesticus), often called swine, hog, or domestic pig when distinguishing from other members of the genus Sus, is an omnivorous, domesticated, even-toed, hoofed mammal It is variously considered a subspecies of Sus scrofa (the wild boar or Eurasian boar) or a distinct species The pig's head-plus-body length ranges from 09 to 18 m (3 to 6 ft), and adult pigs typically weigh between 50 and 350 kg (110 and 770 lb), with well-fed individuals even exceeding this range The size and weight of hogs largely depends on their breed Compared to other artiodactyls, a pig's head is relatively long and pointed Most even-toed ungulates are herbivorous, but pigs are omnivores, like their wild relative Pigs grunt and make snorting sounds IMAGE1  When used as livestock, pigs are farmed primarily for the production of meat, called pork A group of pigs is called a passel, a team, or a sounder The animal's bones, hide, and bristles are also used in products Pigs, especially miniature breeds, are kept as pets "
https://en.wikipedia.org/wiki/pig,Pig: Biology,"{'biology', 'pig', 'pigs'}","[2, 3, 4]","IMAGE2  The pig typically has a large head, with a long snout which is strengthened by a special prenasal bone and a disk of cartilage at the tip[2] The snout is used to dig into the soil to find food and is a very acute sense organ The dental formula of adult pigs is 31433143, giving a total of 44 teeth The rear teeth are adapted for crushing In the male, the canine teeth can form tusks, which grow continuously and are sharpened by constantly being ground against each other[2] IMAGE3  Four hoofed toes are on each foot, with the two larger central toes bearing most of the weight, but the outer two also being used in soft ground[3] IMAGE4  Most pigs have rather a bristled sparse hair covering on their skin, although woolly-coated breeds such as the Mangalitsa exist[4] Pigs possess both apocrine and eccrine sweat glands, although the latter appear limited to the snout and dorsonasal areas[5] Pigs, however, like other ""hairless"" mammals (eg elephants, rhinos, and mole-rats), do not use thermal sweat glands in cooling[6] Pigs are also less able than many other mammals to dissipate heat from wet mucous membranes in the mouth through panting Their thermoneutral zone is 16 to 22 °C (61 to 72 °F)[7] At higher temperatures, pigs lose heat by wallowing in mud or water via evaporative cooling, although it has been suggested that wallowing may serve other functions, such as protection from sunburn, ecto-parasite control, and scent-marking[8] Pigs are one of four known mammalian species which possess mutations in the nicotinic acetylcholine receptor that protect against snake venom Mongooses, honey badgers, hedgehogs, and pigs all have modifications to the receptor pocket which prevents the snake venom α-neurotoxin from binding These represent four separate, independent mutations[9] Pigs have small lungs in relation to their body size, and are thus more susceptible than other domesticated animals to fatal bronchitis and pneumonia[10] "
https://en.wikipedia.org/wiki/pig,Pig: Genetics and genomics,"{'genes111213', 'genome', 'sequenced', 'pig', '22342', 'genetics', 'contains', 'genomics', 'proteincoding', 'pigs'}",[],"The genome of the pig has been sequenced and contains about 22,342 protein-coding genes[11][12][13] "
https://en.wikipedia.org/wiki/pig,Pig: Taxonomy,"{'boar', 'pig', 'taxonomy', 'name', 'scrofa', 'separate', 'wild', 'sus', 'pigs'}",[],"The pig is most often considered to be a subspecies of the wild boar, which was given the name Sus scrofa by Carl Linnaeus in 1758; following from this, the formal name of the pig is Sus scrofa domesticus[14][15] However, in 1777, Johann Christian Polycarp Erxleben classified the pig as a separate species from the wild boar He gave it the name Sus domesticus, which is still used by some taxonomists[16][17] The American Society of Mammalogists considers it a separate species[18] "
https://en.wikipedia.org/wiki/pig,Pig: History,"{'pig', 'pigs'}","[5, 6]","IMAGE5  Archaeological evidence suggests that pigs were domesticated from wild boar in the Near East in the Tigris Basin,[19][page needed] Çayönü, Cafer Höyük, Nevalı Çori[20] being managed in the wild in a way similar to the way they are managed by some modern New Guineans[21] Remains of pigs have been dated to earlier than 11,400 years ago in Cyprus Those animals must have been introduced from the mainland, which suggests domestication in the adjacent mainland by then[22] There was also a separate domestication in China which took place about 8,000 years ago[23][24] IMAGE6  In the Near East, pig husbandry spread for the next few millennia It reduced gradually during the Bronze Age, as rural populations focused instead on commodity-producing livestock It was sustained in urbanized regions, however[25] DNA evidence from subfossil remains of teeth and jawbones of Neolithic pigs shows that the first domestic pigs in Europe had been brought from the Near East This stimulated the domestication of local European wild boar, resulting in a third domestication event with the Near Eastern genes dying out in European pig stock Modern domesticated pigs have involved complex exchanges, with European domesticated lines being exported, in turn, to the ancient Near East[26][27] Historical records indicate that Asian pigs were introduced into Europe during the 18th and early 19th centuries[23] In August 2015, a study looked at over 100 pig genome sequences to ascertain their process of domestication, which was assumed to have been initiated by humans, involved few individuals, and relied on reproductive isolation between wild and domestic forms The study found that the assumption of reproductive isolation with population bottlenecks was not supported The study indicated that pigs were domesticated separately in Western Asia and China, with Western Asian pigs introduced into Europe, where they crossed with wild boar A model that fit the data included a mixture with a now extinct ghost population of wild pigs during the Pleistocene The study also found that despite back-crossing with wild pigs, the genomes of domestic pigs have strong signatures of selection at DNA loci that affect behavior and morphology The study concluded that human selection for domestic traits likely counteracted the homogenizing effect of gene flow from wild boars and created domestication islands in the genome The same process may also apply to other domesticated animals[28][29] In 2019, a study showed that the pig had arrived in Europe from the Near East 8,500 years ago Over the next 3,000 years they then admixed with the European wild boar until their genome showed less than 5% Near Eastern ancestry, yet retained their domesticated features[30] Among the animals that the Spanish introduced to the Chiloé Archipelago in the 16th century, pigs were the most successful to adapt The pigs benefited from abundant shellfish and algae exposed by the large tides of the archipelago[31] Pigs were brought to southeastern North America from Europe by de Soto and other early Spanish explorers Escaped pigs became feral and caused a great deal of disruption to Native Americans[32] Feral pig populations in the southeastern United States have since migrated north and are a growing concern in the Midwest Considered an invasive species, many state agencies have programs to trap or hunt feral pigs as means of removal[33][34][35] Domestic pigs have become feral in many other parts of the world (eg New Zealand and northern Queensland) and have caused substantial environmental damage[36][37] Feral hybrids of the European wild boar with the domestic pig are also very disruptive to both environment and agriculture (among the 100 most damaging animal species),[38] especially in southeastern South America from Uruguay to Brazil's Mato Grosso do Sul and São Paulo[39][40][41][42][43] With around 1 billion individuals alive at any time, the domesticated pig is one of the most numerous large mammals on the planet[44][45] "
https://en.wikipedia.org/wiki/pig,Pig: Reproduction,"{'reproduction', 'pig', 'pigs'}",[7],"Female pigs reach sexual maturity at 3–12 months of age and come into estrus every 18–24 days if they are not successfully bred The variation in ovulation rate can be attributed to intrinsic factors such as age and genotype, as well as extrinsic factors like nutrition, environment, and the supplementation of exogenous hormones[46] The gestation period averages 112–120 days[47] IMAGE7  Estrus lasts two to three days, and the female's displayed receptiveness to mate is known as standing heat Standing heat is a reflexive response that is stimulated when the female is in contact with the saliva of a sexually mature boar Androstenol is one of the pheromones produced in the submaxillary salivary glands of boars that will trigger the female's response[48] The female cervix contains a series of five interdigitating pads, or folds, that will hold the boar's corkscrew-shaped penis during copulation[49] Females have bicornuate uteruses and two conceptuses must be present in both uterine horns for pregnancy to be established[50] Maternal recognition of pregnancy in pigs occurs on days 11 to 12 of pregnancy and is marked by progesterone production from a functioning corpus luteum (CL)[51] To avoid luteolysis by PGF2α, rescuing of the CL must occur via embryonic signaling of estradiol 17β and PGE2[52] This signaling acts on both the endometrium and luteal tissue to prevent the regression of the CL by activation of genes that are responsible for CL maintenance[53] During mid to late pregnancy, the CL relies primarily on luteinizing hormone (LH) for maintenance until parturition[52] Animal nutrition is important prior to reproduction and during gestation to ensure optimum reproductive performance is achieved[54] Archeological evidence indicates that medieval European pigs farrowed, or bore a litter of piglets, once per year[55] By the nineteenth century, European piglets routinely double-farrowed, or bore two litters of piglets per year It is unclear when this shift occurred[56] "
https://en.wikipedia.org/wiki/pig,Pig: Behavior,"{'pig', 'behavior', 'pigs'}",[8],"IMAGE8  In many ways, their behaviour appears to be intermediate between that of other artiodactyls and of carnivores[57] Pigs seek out the company of other pigs and often huddle to maintain physical contact, although they do not naturally form large herds They typically live in groups of about 8–10 adult sows, some young individuals, and some single males[58] Because of their relative lack of sweat glands, pigs often control their body temperature using behavioural thermoregulation Wallowing, which often consists of coating the body with mud, is a behaviour frequently exhibited by pigs[59] They do not submerge completely under the mud, but vary the depth and duration of wallowing depending on environmental conditions[59] Typically, adult pigs start wallowing once the ambient temperature is around 17–21 °C (63–70 °F) They cover themselves from head to toe in mud[59] Pigs may use mud as a sunscreen, or as a method of keeping parasites away[59] Most bristled pigs will ""blow their coat"", meaning that they shed most of the longer, coarser stiff hair once a year, usually in spring or early summer, to prepare for the warmer months ahead[60] If conditions permit, pigs feed continuously for many hours and then sleep for many hours, in contrast to ruminants which tend to feed for a short time and then sleep for a short time Pigs are omnivorous, and are highly versatile in their feeding behaviour As they are foraging animals, they primarily eat leaves, stems, roots, fruits, and flowers[61] Pigs play an important role in regions where pig toilets are employed Pigs are highly intelligent animals,[62] on par with dogs,[63] and according to David DiSalvo's writing in Forbes, they are ""widely considered the smartest domesticated animal in the world Pigs have demonstrated the ability to move a cursor on a video screen with their snouts and understand what is happening onscreen, and have learned to distinguish between the scribbles they had seen before and those they were seeing for the first time""[64][a][68] "
https://en.wikipedia.org/wiki/pig,Pig: Rooting,"{'pig', 'rooting', 'pigs'}",[9],"IMAGE9  Rooting is an instinctual behavior in pigs that is characterized by a pig nudging its snout into something Similar to a cat's kneading, rooting is found comforting It first happens when piglets are born to obtain their mother's milk, and can become a habitual, obsessive behavior which is most prominent in animals weaned too early[69] Often, pigs will root and dig into the ground to forage for food[69] By means of rooting, pigs have been used to till farmland[citation needed] Rooting is known to also be used as a means of communication[69] Nose rings that pierce the septum of the nose discourage rooting because they make the behavior painful[citation needed] The breed known as the kunekune hardly ever roots, as it can sustain itself by feeding on nothing other than grass[70] Not having to root around in the soil to find underground food (eg tubers), it thus has evolved to, for the most part, not possess the instinct for rooting "
https://en.wikipedia.org/wiki/pig,Pig: Nest-building,"{'nest-building', 'pig', 'pigs'}",[],"A behavioural characteristic of pigs which they share with carnivores is nest-building Sows root in the ground to create depressions and then build nests in which to give birth First, the sow digs a depression about the size of her body She then collects twigs and leaves, and carries these in her mouth to the depression, building them into a mound She distributes the softer, finer material to the centre of the mound using her feet When the mound reaches the desired height, she places large branches, up to 2 metres in length, on the surface She enters into the mound and roots around to create a depression within the gathered material She then gives birth in a lying position, which, again, is different from other artiodactyls, which usually give birth in a standing position[57] Nest-building behaviour is an important part in the process of pre and post-partum maternal behaviour Nest-building will occur during the last 24 hours before the onset of farrowing and becomes most intense during 12 to 6 hours before farrowing[71] Nest-building is divided into two phases: one of which is the initial phase of rooting in the ground while the second phase is the collecting, carrying and arranging of the nest material[71] The sow will separate from the group and seek a suitable nest site with some shelter from rain and wind that has well-drained soil This nest-building behaviour is performed to provide the offspring with shelter, comfort, and thermoregulation The nest will provide protection against weather and predators while keeping the piglets close to the sow and away from the rest of the herd This ensures they do not get trampled on and that other piglets are not stealing milk from the sow[72] Nest-building can be influenced by internal and external stimuli Internal hormonal changes and the completion of one nesting phase are indicators of this maternal behaviour[72] The onset is triggered by the rise in prolactin levels, which is caused by a decrease in progesterone and an increase in prostaglandin, while the gathering of the nest material seems to be regulated more by external stimuli such as temperature[71] The longer time spent on nest-building will increase pre-partum oxytocin[citation needed] "
https://en.wikipedia.org/wiki/pig,Pig: Nursing and suckling behaviour,"{'suckling', 'behaviour', 'milk', 'pig', 'piglets', 'nursing', 'pigs'}","[10, 11]","IMAGE10  Pigs display complex nursing and suckling behaviour[73] Nursing occurs every 50–60 minutes, and the sow requires stimulation from piglets before milk let-down Sensory inputs (vocalisation, odours from mammary and birth fluids and hair patterns of the sow) are particularly important immediately post-birth to facilitate teat location by the piglets[74] Initially, the piglets compete for position at the udder; then the piglets massage around their respective teats with their snouts, during which time the sow grunts at slow, regular intervals Each series of grunts varies in frequency, tone and magnitude, indicating the stages of nursing to the piglets[75] IMAGE11  The phase of competition for teats and of nosing the udder lasts for about one minute and ends when milk flow begins In the third phase, the piglets hold the teats in their mouths and suck with slow mouth movements (one per second), and the rate of the sow's grunting increases for approximately 20 seconds The grunt peak in the third phase of suckling does not coincide with milk ejection, but rather the release of oxytocin from the pituitary into the bloodstream[76] Phase four coincides with the period of main milk flow (10–20 seconds) when the piglets suddenly withdraw slightly from the udder and start sucking with rapid mouth movements of about three per second The sow grunts rapidly, lower in tone and often in quick runs of three or four, during this phase Finally, the flow stops and so does the grunting of the sow The piglets may then dart from teat to teat and recommence suckling with slow movements, or nosing the udder Piglets massage and suckle the sow's teats after milk flow ceases as a way of letting the sow know their nutritional status This helps her to regulate the amount of milk released from that teat in future sucklings The more intense the post-feed massaging of a teat, the greater the future milk release from that teat will be[77] "
https://en.wikipedia.org/wiki/pig,Pig: Teat order,"{'teat', 'pig', 'piglets', 'order', 'pigs'}",[12],"IMAGE12  In pigs, dominance hierarchies can be formed at a very early age Piglets are highly precocious and within minutes of being born, or sometimes seconds, will attempt to suckle The piglets are born with sharp teeth and fight to develop a teat order as the anterior teats produce a greater quantity of milk Once established, this teat order remains stable with each piglet tending to feed on a particular teat or group of teats[57] Stimulation of the anterior teats appears to be important in causing milk letdown,[78] so it might be advantageous to the entire litter to have these teats occupied by healthy piglets Using an artificial sow to rear groups of piglets, recognition of a teat in a particular area of the udder depended initially on visual orientation by means of reference points on the udder to find the area, and then the olfactory sense for the more accurate search within that area[79] "
